FID	place_name	category1	dem_RANGE	dem_MEAN	fac_MEAN	hdis_MIN	hdis_MEAN	gradient_MEAN	relief_MEAN	roughness_MEAN	vdis_MIN	vdis_MEAN
27184	¥]§À®H	®H	163.00 	93.09 	574.75 	0.00 	265.59 	8.67 	227.96 	0.14 	0.00 	20.78 
27210	®H§À¥Ð	®H	148.00 	91.80 	70.53 	0.00 	316.50 	11.87 	169.47 	0.20 	0.00 	24.81 
27214	ªeÅò®H	®H	13.00 	45.41 	1001.79 	0.00 	319.53 	1.28 	92.88 	0.02 	0.00 	2.18 
27235	´ä¥J®H	®H	10.00 	0.84 	16.46 	0.00 	475.65 	1.39 	7.71 	0.01 	0.00 	0.72 
27261	¥ÛÀY®H	®H	21.00 	68.52 	1991.74 	0.00 	186.83 	1.76 	21.39 	0.02 	0.00 	5.09 
27262	¤U®H¥J	®H	20.00 	63.48 	727.32 	0.00 	193.88 	1.35 	19.13 	0.02 	0.00 	4.58 
27278	«n®H	®H	44.00 	164.87 	50.26 	0.00 	552.04 	2.08 	74.56 	0.03 	0.00 	12.76 
27300	¤g¦a¤½®H	®H	427.00 	292.53 	10156.56 	0.00 	311.64 	15.93 	412.58 	0.26 	0.00 	87.13 
27302	ªF®H	®H	295.00 	257.81 	13007.21 	0.00 	290.17 	13.10 	358.45 	0.21 	0.00 	58.13 
27317	ªL¦e®H	®H	76.00 	158.86 	230.39 	0.00 	348.51 	3.79 	89.06 	0.05 	0.00 	13.28 
27366	¥_§ë®H	®H	24.00 	77.96 	302.36 	0.00 	399.40 	2.01 	37.24 	0.03 	0.00 	4.92 
27370	«n¥_§ë®H	®H	24.00 	77.65 	571.26 	0.00 	402.05 	2.09 	31.03 	0.03 	0.00 	5.10 
27450	©Þ¥J®H	®H	8.00 	6.86 	293.37 	0.00 	290.44 	1.07 	8.82 	0.01 	0.00 	1.12 
27499	®HÔ³¥J	®H	5.00 	3.07 	532.48 	0.00 	316.63 	1.01 	7.36 	0.01 	0.00 	0.00 
27546	¤U¯ó®H³¡¸¨	®H	434.00 	348.19 	243.39 	0.00 	333.80 	26.24 	442.88 	0.43 	0.00 	143.91 
27642	¥kÀç®H	®H	19.00 	13.45 	29.05 	440.00 	1160.49 	1.72 	19.09 	0.02 	0.00 	6.75 
27684	¬K¤û®H	®H	14.00 	20.70 	76.66 	0.00 	645.74 	1.32 	15.52 	0.02 	0.00 	4.73 
27696	¦Ì¯»®H	®H	19.00 	17.53 	98.27 	0.00 	548.75 	1.64 	18.06 	0.02 	0.00 	5.72 
27727	­T¥J®H	®H	23.00 	25.90 	13.88 	393.95 	1077.09 	1.53 	21.34 	0.02 	0.00 	10.26 
27750	¶]°¨®H	®H	16.00 	25.30 	21.78 	56.57 	1026.67 	1.30 	18.11 	0.02 	0.00 	7.14 
27773	¥~¬K¤û®H	®H	14.00 	20.84 	74.19 	0.00 	666.50 	1.31 	15.41 	0.02 	0.00 	4.74 
27774	¯ó®H¥J	®H	11.00 	1.38 	34.56 	0.00 	592.69 	1.70 	10.76 	0.02 	0.00 	0.99 
27786	¯ó®H¥J	®H	11.00 	2.45 	745.92 	0.00 	374.57 	1.40 	10.48 	0.02 	0.00 	1.53 
27787	¯ó®H¥J	®H	11.00 	2.42 	640.68 	0.00 	378.34 	1.40 	10.51 	0.02 	0.00 	1.50 
27827	°ô´ä®H	®H	151.00 	257.61 	1014.40 	0.00 	250.13 	6.67 	150.64 	0.10 	0.00 	27.23 
28021	ªF¥Û®ü®H·s¥Í¦a	®H	3.00 	0.19 	1.32 	40.00 	236.42 	1.47 	2.81 	0.01 	0.00 	0.24 
28049	¼d®H	®H	86.00 	67.41 	44.45 	0.00 	398.12 	7.05 	82.01 	0.10 	0.00 	24.66 
28091	«á®H	®H	5.00 	4.61 	749.81 	0.00 	286.53 	0.42 	5.62 	0.01 	0.00 	1.27 
28140	¯ó®H¤l	®H	5.00 	3.00 	183.52 	0.00 	328.97 	0.42 	5.66 	0.01 	0.00 	0.99 
28160	´J®H	®H	8.00 	3.54 	84.12 	0.00 	326.37 	0.47 	7.07 	0.01 	0.00 	1.14 
28249	®H§À	®H	5.00 	3.07 	680.50 	0.00 	454.84 	0.59 	5.55 	0.01 	0.00 	1.65 
28322	¨ø°¨®H	®H	6.00 	5.42 	62.21 	0.00 	569.46 	0.85 	5.59 	0.01 	0.00 	0.88 
28371	¤º®H	®H	188.00 	192.59 	118.39 	0.00 	320.87 	12.19 	234.78 	0.19 	0.00 	50.25 
28393	®æ¥J®H	®H	180.00 	111.05 	258.63 	0.00 	180.68 	8.88 	164.83 	0.14 	0.00 	20.51 
28429	¦Ë³ò®H	®H	121.00 	104.57 	231.29 	0.00 	217.59 	8.97 	114.65 	0.14 	0.00 	24.19 
28440	«e¤j®H	®H	112.00 	77.08 	795.35 	0.00 	166.94 	7.77 	116.37 	0.12 	0.00 	16.50 
28460	´Ö¤l®H	®H	133.00 	95.77 	323.98 	0.00 	292.02 	15.61 	156.59 	0.25 	0.00 	34.11 
28463	¤j®H¸}	®H	268.00 	65.20 	91.77 	0.00 	405.98 	9.77 	257.88 	0.16 	0.00 	44.33 
28476	¤g¦a¤½®H	®H	64.00 	3.25 	60.60 	0.00 	405.25 	1.80 	77.56 	0.03 	0.00 	1.33 
28478	?¥J®H	®H	71.00 	4.21 	39.79 	0.00 	429.79 	2.21 	77.49 	0.03 	0.00 	2.63 
28511	¤j®H	®H	511.00 	319.18 	198.40 	0.00 	268.70 	21.66 	439.30 	0.35 	0.00 	110.48 
28636	¶ý¯ª®H	®H	6.00 	10.21 	70.03 	0.00 	401.43 	0.61 	6.38 	0.01 	0.00 	1.26 
28642	¤û®HÀY	®H	6.00 	8.40 	104.50 	0.00 	608.70 	0.59 	5.16 	0.01 	0.00 	2.02 
28667	«á®H	®H	9.00 	17.49 	97.26 	0.00 	646.38 	0.50 	7.57 	0.01 	0.00 	1.26 
28719	µ×®H¥J	®H	11.00 	24.54 	3436.18 	0.00 	423.32 	0.83 	10.50 	0.01 	0.00 	2.42 
28739	®H§À	®H	4.00 	18.26 	141.81 	0.00 	477.18 	0.40 	5.85 	0.01 	0.00 	1.97 
28764	¤j®H¡B¥|¨¤®H¡BÂù±i®H	®H	35.00 	184.28 	29.18 	360.00 	1228.12 	1.52 	29.71 	0.02 	0.00 	13.26 
28770	®ü®H	®H	6.00 	3.21 	27.27 	40.00 	718.16 	0.70 	5.91 	0.01 	0.00 	1.71 
28774	¤û®H	®H	5.00 	3.66 	122.89 	0.00 	798.53 	0.47 	5.32 	0.01 	0.00 	0.62 
28791	¤û®H©³	®H	7.00 	2.95 	579.81 	0.00 	284.41 	0.72 	6.80 	0.01 	0.00 	0.48 
28818	¤TªÓ¥J®H	®H	6.00 	3.49 	24.19 	215.41 	928.12 	0.70 	6.22 	0.01 	0.00 	1.54 
28819	Â¼ÀY¥J®H	®H	6.00 	3.49 	24.19 	215.41 	928.12 	0.70 	6.22 	0.01 	0.00 	1.54 
28820	¤j²ø®H¥J	®H	6.00 	3.13 	469.25 	0.00 	266.40 	0.69 	5.42 	0.01 	0.00 	0.36 
28824	®H¥JÁ_	®H	6.00 	3.49 	24.19 	215.41 	928.12 	0.70 	6.22 	0.01 	0.00 	1.54 
28842	¯ó®u®H	®H	36.00 	185.10 	16.65 	411.83 	1083.73 	2.02 	44.01 	0.03 	0.00 	27.61 
28851	°¨»ï®H	®H	27.00 	187.44 	85.19 	0.00 	298.28 	2.07 	28.27 	0.03 	0.00 	11.66 
28912	ªÝ¥J®H	®H	29.00 	186.70 	28.34 	144.22 	924.47 	1.41 	51.73 	0.02 	0.00 	39.74 
28920	¤j®H¨¤	®H	31.00 	158.90 	14603.22 	0.00 	255.25 	2.17 	40.63 	0.03 	0.00 	7.17 
28921	®ç¥J¸}®H	®H	31.00 	169.19 	807.41 	0.00 	294.68 	2.51 	32.84 	0.03 	0.00 	5.92 
28960	ªF®HÓÂ	®H	105.00 	175.50 	618.20 	0.00 	296.89 	4.22 	137.38 	0.06 	0.00 	19.26 
28962	¤û®HÀY¥J	®H	154.00 	197.93 	1004.05 	0.00 	229.96 	7.70 	180.40 	0.12 	0.00 	27.43 
28983	­T®H	®H	260.00 	374.27 	10465.28 	0.00 	155.22 	17.83 	308.90 	0.30 	0.00 	51.65 
29091	¤û¼é®H	®H	20.00 	15.74 	348.58 	0.00 	597.20 	1.34 	16.99 	0.02 	0.00 	2.84 
29142	¥Õ¾ð¥J®H	®H	7.00 	5.47 	141.79 	0.00 	632.68 	0.64 	8.35 	0.01 	0.00 	1.49 
29160	®H¾ð¸}	®H	9.00 	5.54 	809.46 	0.00 	361.53 	0.84 	8.10 	0.01 	0.00 	1.48 
29190	¤j®H	®H	182.00 	85.75 	56.81 	0.00 	389.81 	12.99 	147.84 	0.20 	0.00 	35.16 
29213	¯Q°­®H	®H	20.00 	19.74 	507.35 	0.00 	197.09 	2.24 	23.94 	0.03 	0.00 	4.12 
29221	­±«e®H	®H	79.00 	40.90 	255.40 	0.00 	393.11 	4.30 	80.43 	0.07 	0.00 	9.30 
29254	¤j®H	®H	7.00 	23.61 	195.41 	0.00 	212.72 	0.75 	7.60 	0.01 	0.00 	2.09 
29255	¤j®H	®H	7.00 	23.61 	195.41 	0.00 	212.72 	0.75 	7.60 	0.01 	0.00 	2.09 
29256	¤j®Hº_¥J¸}	®H	7.00 	23.55 	197.07 	0.00 	216.72 	0.77 	7.69 	0.01 	0.00 	2.13 
29258	¤j®H	®H	7.00 	23.61 	195.41 	0.00 	212.72 	0.75 	7.60 	0.01 	0.00 	2.09 
29328	·sµf¥J®H	®H	8.00 	24.68 	142.36 	0.00 	474.50 	0.99 	9.14 	0.01 	0.00 	1.27 
29331	·sµf¥J®H	®H	8.00 	24.68 	142.36 	0.00 	474.50 	0.99 	9.14 	0.01 	0.00 	1.27 
29332	·sµf¥J®H	®H	8.00 	24.68 	142.36 	0.00 	474.50 	0.99 	9.14 	0.01 	0.00 	1.27 
29338	¸¨±Ð®H¥J	®H	8.00 	26.17 	116.16 	0.00 	286.58 	0.76 	8.22 	0.01 	0.00 	1.30 
29346	¤º®H¸ô	®H	9.00 	25.97 	24.82 	291.20 	838.75 	0.79 	9.12 	0.01 	0.00 	3.68 
29386	ÂÂµf¥J®H	®H	7.00 	23.68 	188.22 	0.00 	265.75 	0.94 	9.90 	0.01 	0.00 	1.43 
29387	ÂÂµf¥J®H	®H	7.00 	23.68 	188.22 	0.00 	265.75 	0.94 	9.90 	0.01 	0.00 	1.43 
29391	ÂÂµf¥J®H	®H	7.00 	23.68 	188.22 	0.00 	265.75 	0.94 	9.90 	0.01 	0.00 	1.43 
29422	¤­¶ô­í®H	®H	8.00 	18.74 	131.61 	0.00 	414.47 	0.76 	8.49 	0.01 	0.00 	1.54 
29431	¤½À]®H	®H	6.00 	19.77 	14.35 	344.09 	1019.47 	0.62 	8.24 	0.01 	0.00 	3.18 
29434	¤½À]®H	®H	6.00 	19.77 	14.35 	344.09 	1019.47 	0.62 	8.24 	0.01 	0.00 	3.18 
29444	¤û®H	®H	8.00 	18.52 	477.03 	0.00 	578.72 	0.67 	7.56 	0.01 	0.00 	2.06 
29459	¤j®H	®H	40.00 	21.18 	116.70 	0.00 	521.11 	1.32 	55.97 	0.02 	0.00 	7.97 
29470	¤GùÄ®H	®H	117.00 	95.52 	122.77 	0.00 	226.96 	15.36 	124.19 	0.24 	0.00 	31.99 
29486	«e¥¬®H	®H	11.00 	17.51 	68.98 	0.00 	320.31 	0.78 	20.24 	0.01 	0.00 	4.18 
29499	·s®H	®H	21.00 	77.59 	1075.49 	0.00 	248.70 	1.44 	34.32 	0.02 	0.00 	3.33 
29515	¤T¨¤®H	®H	94.00 	25.98 	625.67 	0.00 	268.85 	3.32 	69.66 	0.05 	0.00 	11.72 
29544	¤T¨¤®H	®H	156.00 	29.78 	188.92 	0.00 	336.66 	7.05 	187.61 	0.11 	0.00 	21.99 
29551	¤T¨¤®H²ø	®H	277.00 	109.10 	122.75 	0.00 	597.50 	15.56 	271.03 	0.24 	0.00 	77.16 
29621	¤û®H	®H	4.00 	3.29 	69.06 	0.00 	421.63 	0.37 	4.50 	0.00 	0.00 	1.14 
29660	®ü®H­í	®H	4.00 	2.72 	93.39 	0.00 	434.18 	0.42 	4.82 	0.01 	0.00 	1.02 
29667	®H¸}	®H	4.00 	2.69 	791.12 	0.00 	359.42 	0.47 	4.82 	0.01 	0.00 	0.85 
29670	®HÀY	®H	6.00 	2.76 	1314.15 	0.00 	301.49 	0.58 	6.43 	0.01 	0.00 	1.25 
29676	®H§À	®H	5.00 	3.07 	680.50 	0.00 	454.84 	0.59 	5.55 	0.01 	0.00 	1.65 
29702	¤j®HÀY	®H	67.00 	52.12 	5560.92 	0.00 	237.98 	3.64 	69.09 	0.05 	0.00 	13.92 
29709	¤û®H¥J	®H	64.00 	33.38 	78.46 	0.00 	390.81 	3.03 	66.72 	0.04 	0.00 	7.70 
29712	¤û®H¥J	®H	66.00 	33.36 	81.42 	0.00 	384.76 	3.05 	66.61 	0.04 	0.00 	7.62 
29853	ªÝ¼Ö®H	®H	156.00 	84.20 	252.93 	0.00 	327.85 	8.68 	134.20 	0.13 	0.00 	29.60 
29889	·s®H®H	®H	8.00 	4.51 	16.19 	0.00 	568.03 	0.82 	7.49 	0.01 	0.00 	2.16 
29935	¥¬®H¥J	®H	7.00 	5.12 	868.93 	0.00 	284.52 	0.57 	7.14 	0.01 	0.00 	2.30 
29952	®H¤¤¥¡	®H	6.00 	3.17 	1151.07 	0.00 	221.35 	0.56 	5.62 	0.01 	0.00 	0.55 
30020	¬Û«ä®H	®H	14.00 	41.50 	18483.35 	0.00 	200.95 	1.06 	20.31 	0.01 	0.00 	4.46 
30038	ÀA®H	®H	10.00 	37.74 	153.10 	0.00 	277.57 	0.65 	10.83 	0.01 	0.00 	2.83 
30060	­´µæ®H	®H	162.00 	425.13 	279.66 	0.00 	444.69 	13.71 	187.40 	0.22 	0.00 	45.61 
30073	¤j®H¶é	®H	151.00 	278.05 	7180.94 	0.00 	254.79 	4.85 	178.13 	0.08 	0.00 	13.57 
30115	¤j­T®H	®H	273.00 	503.15 	127.34 	0.00 	414.37 	15.02 	312.89 	0.24 	0.00 	65.99 
30129	¤U®Õ®ß®H	®H	151.00 	310.37 	15975.61 	0.00 	207.24 	6.84 	141.59 	0.10 	0.00 	23.53 
30130	¤W®Õ®ß®H	®H	178.00 	324.63 	14978.57 	0.00 	209.96 	8.63 	177.94 	0.13 	0.00 	31.85 
30135	¤û®H¥J	®H	25.00 	160.21 	95.41 	0.00 	309.53 	1.15 	25.42 	0.02 	0.00 	11.74 
30144	¤½ÆU®H¥J	®H	25.00 	143.66 	114.67 	0.00 	282.96 	1.09 	24.86 	0.02 	0.00 	9.77 
30145	±ï´Ï´ä¥J®H	®H	29.00 	139.65 	156.94 	0.00 	279.02 	1.09 	25.76 	0.01 	0.00 	9.98 
30160	¯Q¾~®H	®H	184.00 	204.34 	256.01 	0.00 	268.74 	6.73 	165.57 	0.10 	0.00 	24.34 
30197	®H§À	®H	373.00 	355.55 	30.00 	0.00 	608.43 	11.28 	323.98 	0.19 	0.00 	82.05 
30198	¤û®H¤l	®H	100.00 	174.30 	1378.63 	0.00 	259.34 	5.34 	118.58 	0.08 	0.00 	22.60 
30320	®H¥J§À	®H	8.00 	7.92 	5442.09 	0.00 	449.58 	0.78 	7.81 	0.01 	0.00 	2.04 
30363	¤ºµ×®H¥J	®H	18.00 	20.59 	73.87 	0.00 	470.27 	1.23 	14.82 	0.02 	0.00 	2.32 
30485	¬u¿³®H	®H	46.00 	94.07 	43.41 	0.00 	502.84 	3.24 	63.12 	0.04 	0.00 	23.08 
30544	¤E¥Ò®H	®H	37.00 	32.46 	4293.77 	0.00 	223.39 	2.01 	32.21 	0.03 	0.00 	5.45 
30555	®H¤ß	®H	24.00 	24.87 	301.76 	0.00 	274.40 	1.24 	39.23 	0.02 	0.00 	5.95 
30557	¤g¦a¤½®H	®H	51.00 	30.12 	169.58 	0.00 	348.51 	1.67 	56.21 	0.02 	0.00 	8.41 
30578	¨µ¥q®H	®H	62.00 	26.71 	82.80 	0.00 	346.13 	1.78 	65.74 	0.03 	0.00 	6.67 
30579	¨µ¥q®H§À	®H	96.00 	34.72 	66.17 	0.00 	429.09 	3.53 	80.58 	0.05 	0.00 	11.25 
30582	¨µ¥q®H	®H	74.00 	27.67 	81.13 	0.00 	356.51 	1.99 	68.08 	0.03 	0.00 	7.15 
30583	¸û³õ®H	®H	99.00 	37.32 	100.60 	0.00 	436.72 	4.32 	85.25 	0.06 	0.00 	13.09 
30585	¨µ¥q®H	®H	70.00 	27.10 	83.31 	0.00 	350.58 	1.86 	66.76 	0.03 	0.00 	6.85 
30587	¨µ¥q®H	®H	62.00 	26.94 	83.44 	0.00 	347.22 	1.83 	66.65 	0.03 	0.00 	6.80 
30624	¯ó®H¥J	®H	6.00 	1.55 	21.51 	0.00 	514.61 	0.93 	8.48 	0.01 	0.00 	1.23 
30662	¶]°¨®H	®H	21.00 	12.90 	152.43 	0.00 	425.79 	2.29 	21.92 	0.03 	0.00 	7.19 
30712	¤j®H§À	®H	159.00 	83.50 	769.44 	0.00 	343.58 	7.81 	151.05 	0.12 	0.00 	20.37 
30719	¤j¤¤®H	®H	137.00 	60.04 	10913.98 	0.00 	270.92 	8.72 	137.03 	0.14 	0.00 	25.72 
30756	¶À®H·s§ø	®H	32.00 	13.03 	598.72 	0.00 	365.11 	1.19 	25.79 	0.02 	0.00 	2.76 
30759	¶À®H¤G§ø¡B¶À®H¤T§ø	®H	23.00 	11.48 	694.55 	0.00 	334.96 	1.07 	24.13 	0.01 	0.00 	2.39 
30798	«e®p¾Ç®H¥J	®H	6.00 	1.64 	30.50 	40.00 	683.95 	0.85 	12.17 	0.01 	0.00 	1.66 
30810	¥~®H¡B¦Ñ¤j®H	®H	5.00 	1.92 	32.41 	40.00 	592.41 	0.78 	5.17 	0.01 	0.00 	1.20 
30823	®ü®H	®H	5.00 	3.04 	30.12 	0.00 	718.25 	0.68 	5.56 	0.01 	0.00 	1.62 
30824	®ü®H	®H	4.00 	2.96 	32.29 	113.14 	714.72 	0.65 	5.78 	0.01 	0.00 	1.36 
30836	®H¥J§À	®H	6.00 	4.74 	23.75 	0.00 	864.43 	0.45 	4.92 	0.01 	0.00 	1.21 
30873	±d·}®H	®H	135.00 	100.26 	573.29 	0.00 	596.41 	12.57 	139.66 	0.19 	0.00 	50.52 
30886	µÕ¥J®H	®H	6.00 	2.27 	1273.83 	0.00 	603.74 	0.34 	5.57 	0.00 	0.00 	0.47 
30889	®H·½	®H	345.00 	396.18 	5157.23 	0.00 	538.25 	17.79 	374.98 	0.30 	0.00 	89.02 
30890	®H¼d	®H	15.00 	51.51 	57.18 	0.00 	442.85 	0.78 	13.80 	0.01 	0.00 	5.25 
30891	®HÀY	®H	353.00 	407.96 	7034.63 	0.00 	348.19 	16.98 	381.57 	0.28 	0.00 	78.57 
30912	®H§À	®H	3.00 	3.42 	65.68 	0.00 	439.78 	0.51 	3.48 	0.01 	0.00 	1.66 
31009	¤j«n®H	®H	119.00 	114.85 	1263.11 	0.00 	213.30 	9.61 	128.05 	0.15 	0.00 	25.33 
31054	¯Q¸X®H	®H	184.00 	203.11 	229.03 	0.00 	239.14 	6.93 	167.76 	0.11 	0.00 	24.48 
31057	®H¥J§À	®H	7.00 	20.33 	203.04 	0.00 	210.67 	0.87 	7.37 	0.01 	0.00 	1.63 
31077	¤U¤j®H	®H	52.00 	21.25 	134.39 	0.00 	475.59 	1.31 	51.54 	0.02 	0.00 	6.99 
31145	¤j­T®H	®H	197.00 	48.41 	43.21 	0.00 	417.22 	6.60 	170.21 	0.11 	0.00 	24.71 
31182	¥P¯ó®H	®H	164.00 	147.48 	287.32 	0.00 	498.73 	10.74 	204.23 	0.17 	0.00 	34.47 
31187	¤j®H³¡¸¨	®H	35.00 	279.20 	47.41 	0.00 	787.42 	1.36 	34.25 	0.02 	0.00 	9.02 
31213	¤j®H	®H	272.00 	314.49 	545.47 	0.00 	317.67 	8.28 	307.29 	0.13 	0.00 	33.18 
31214	¤j®H	®H	13.00 	29.54 	61.93 	0.00 	456.72 	1.42 	16.55 	0.02 	0.00 	3.06 
31215	¤j®H	®H	264.00 	311.96 	560.26 	0.00 	307.96 	7.85 	297.00 	0.12 	0.00 	31.67 
31224	ÅS®H³¡¸¨	®H	185.00 	291.47 	291.84 	0.00 	608.96 	6.25 	192.47 	0.10 	0.00 	37.29 
31225	¤j®H	®H	34.00 	277.89 	49.47 	0.00 	734.51 	1.33 	35.24 	0.02 	0.00 	8.41 
31228	¤j®H¤ß	®H	9.00 	22.86 	143.40 	0.00 	452.93 	0.78 	8.57 	0.01 	0.00 	3.23 
31229	¤j®HÉÜ	®H	84.00 	210.94 	133.89 	0.00 	302.22 	9.52 	101.09 	0.14 	0.00 	35.91 
31230	¤j®H§À	®H	58.00 	167.94 	38.83 	0.00 	508.98 	4.21 	77.89 	0.06 	0.00 	18.97 
31231	¤j®HªÀ°Ï	®H	133.00 	104.82 	65.32 	0.00 	426.55 	8.80 	129.34 	0.13 	0.00 	36.60 
31274	¤j®HªÀ°Ï	®H	12.00 	21.05 	56.12 	0.00 	455.25 	0.80 	9.83 	0.01 	0.00 	2.29 
31280	¤j®HÀY	®H	33.00 	276.64 	52.41 	0.00 	683.43 	1.31 	36.15 	0.02 	0.00 	7.75 
31304	¤j±ø®H	®H	304.00 	363.42 	423.03 	0.00 	207.87 	18.78 	385.19 	0.30 	0.00 	62.16 
31306	¤û®H	®H	10.00 	4.82 	4474.71 	0.00 	256.29 	1.08 	9.77 	0.01 	0.00 	1.09 
31313	¤½À]®H¥J	®H	7.00 	6.22 	62.07 	0.00 	388.64 	0.49 	7.10 	0.01 	0.00 	1.84 
31330	®ü®H§À¥J	®H	7.00 	6.33 	13.78 	0.00 	885.16 	0.31 	5.34 	0.00 	0.00 	0.21 
31458	«n¶Õ®H	®H	238.00 	203.83 	275.12 	0.00 	365.99 	13.76 	210.19 	0.22 	0.00 	46.98 
31474	ÄÐ®H¦Ë³ò¥J	®H	6.00 	3.78 	2760.40 	0.00 	274.53 	0.90 	6.66 	0.01 	0.00 	1.76 
31521	¤½À]®H	®H	8.00 	8.27 	4763.00 	0.00 	524.91 	0.72 	7.39 	0.01 	0.00 	2.36 
31522	¾SÀY®H	®H	7.00 	8.50 	2051.58 	0.00 	588.49 	0.53 	6.15 	0.01 	0.00 	2.55 
31548	µ×®H	®H	4.00 	4.09 	128.10 	0.00 	395.02 	0.38 	3.87 	0.00 	0.00 	0.37 
31567	Àç®H«á	®H	5.00 	14.44 	63.09 	0.00 	404.51 	0.41 	5.31 	0.00 	0.00 	2.78 
31588	ªø¼d®H	®H	149.00 	96.25 	140.86 	0.00 	355.09 	12.18 	165.66 	0.19 	0.00 	22.08 
31615	®ãÀY®H	®H	413.00 	250.19 	212.59 	0.00 	454.23 	22.44 	341.17 	0.37 	0.00 	100.25 
31653	¤º®H¥J	®H	30.00 	22.86 	11782.68 	0.00 	376.56 	2.15 	30.51 	0.03 	0.00 	6.82 
31686	®H¥J­í	®H	58.00 	25.25 	42379.92 	0.00 	178.01 	2.72 	45.08 	0.04 	0.00 	4.28 
31719	®H¥J§À	®H	43.00 	20.90 	38999.62 	0.00 	374.65 	2.46 	39.28 	0.03 	0.00 	6.65 
31730	«e®H	®H	88.00 	60.61 	96.42 	0.00 	359.51 	8.87 	113.50 	0.15 	0.00 	20.33 
31745	«n¶Õ®H	®H	45.00 	18.92 	70.49 	0.00 	350.87 	1.79 	39.32 	0.03 	0.00 	3.98 
31749	¶L®H¡BÀY­«®H	®H	77.00 	80.65 	203.62 	0.00 	301.49 	9.61 	89.62 	0.14 	0.00 	16.58 
31751	¤j®H	®H	211.00 	99.58 	672.37 	0.00 	383.02 	10.86 	166.18 	0.17 	0.00 	33.76 
31752	­T®H	®H	277.00 	132.55 	38.10 	226.27 	1142.57 	16.92 	215.27 	0.26 	0.00 	50.89 
31758	¤¤®H¡B¤jªO¾ô	®H	61.00 	68.03 	318.40 	0.00 	327.01 	6.50 	66.29 	0.08 	0.00 	10.21 
31807	¤û®H§À­í	®H	123.00 	17.63 	70.47 	0.00 	364.05 	4.99 	111.28 	0.08 	0.00 	10.28 
31813	¤U¤û®H	®H	11.00 	7.75 	2356.12 	0.00 	494.16 	0.80 	10.40 	0.01 	0.00 	2.51 
31822	¤º®H¥J	®H	86.00 	46.72 	331.46 	0.00 	217.12 	5.33 	72.96 	0.08 	0.00 	11.01 
31948	¤û®H§À	®H	12.00 	9.17 	2837.37 	0.00 	274.43 	0.94 	11.34 	0.01 	0.00 	1.72 
32008	®H§À	®H	4.00 	17.90 	28.58 	113.14 	850.59 	0.52 	5.27 	0.01 	1.00 	2.96 
32056	¤j®H	®H	6.00 	5.88 	162.09 	0.00 	201.16 	0.71 	7.23 	0.01 	0.00 	1.36 
32059	«C®H	®H	9.00 	6.46 	89.67 	0.00 	279.78 	0.64 	7.63 	0.01 	0.00 	1.41 
32118	¤û®HÀY	®H	4.00 	1.47 	107.07 	0.00 	416.52 	0.47 	6.26 	0.01 	0.00 	1.13 
32138	µf¤l®H	®H	12.00 	25.04 	349.76 	0.00 	500.75 	0.94 	11.67 	0.01 	0.00 	2.54 
32148	ªO®H	®H	316.00 	290.80 	10715.93 	0.00 	425.83 	9.69 	282.05 	0.16 	0.00 	37.42 
32163	¤j²ø®H	®H	24.00 	46.76 	484.42 	0.00 	546.84 	1.13 	23.73 	0.02 	0.00 	10.67 
32186	°·¨­®H	®H	103.00 	22.67 	2722.32 	0.00 	232.73 	7.89 	131.42 	0.12 	0.00 	17.03 
32209	«n®ü®H	®H	7.00 	3.44 	18.56 	280.00 	836.26 	0.44 	6.66 	0.01 	0.00 	1.46 
32241	­T®H¶é	®H	160.00 	48.17 	279.30 	0.00 	394.18 	5.21 	149.22 	0.08 	0.00 	21.19 
32306	¤j®H¤f	®H	7.00 	6.12 	2932.96 	0.00 	531.80 	0.63 	6.57 	0.01 	0.00 	1.28 
32365	­T¯ó®H¥J	®H	6.00 	2.84 	92.86 	0.00 	476.02 	0.51 	4.96 	0.01 	0.00 	1.06 
32423	¤U®H	®H	7.00 	0.87 	93.61 	0.00 	350.88 	1.07 	13.14 	0.01 	0.00 	0.71 
32424	¤U®HÀY	®H	12.00 	5.55 	193.75 	0.00 	277.08 	0.76 	11.03 	0.01 	0.00 	2.50 
32447	Å¢¥J®H	®H	181.00 	86.05 	22.43 	0.00 	872.74 	8.71 	163.78 	0.13 	0.00 	78.97 
32585	Àç½L®H	®H	12.00 	40.19 	79.60 	0.00 	489.33 	0.82 	10.65 	0.01 	0.00 	4.33 
32714	­ã¤l®H	®H	76.00 	227.66 	17.06 	144.22 	833.82 	2.54 	77.02 	0.03 	0.00 	26.55 
32739	µf¥JÔ³®H	®H	29.00 	24.67 	2137.88 	0.00 	426.69 	1.64 	25.75 	0.02 	0.00 	4.19 
32750	¤T¨¤®H	®H	122.00 	138.64 	177.99 	0.00 	268.60 	9.99 	133.38 	0.15 	0.00 	48.29 
32751	¯ó®H§À	®H	125.00 	134.32 	195.97 	0.00 	328.98 	9.12 	126.15 	0.13 	0.00 	44.47 
32756	¥ÛÀY®H	®H	44.00 	9.32 	258.89 	0.00 	176.13 	4.20 	52.61 	0.06 	0.00 	9.07 
32758	¤û®H¤l	®H	67.00 	27.21 	123.03 	0.00 	218.15 	5.37 	69.08 	0.08 	0.00 	14.79 
32773	®H§À	®H	264.00 	199.14 	41.84 	0.00 	630.34 	15.10 	293.05 	0.23 	0.00 	86.41 
